Pulse,Actual_Normalized,Model_Normalized,Residual,Actual_Current
0,-0.9551820728291317,-1.0,0.0448179271708683,1.04594330400782e-06
1,-0.9439775910364147,-0.9989772542772147,0.05499966324080008,1.0654936461388074e-06
2,-0.9495798319327731,-0.9979535491794728,0.0483737172466997,1.0557184750733138e-06
3,-0.9495798319327731,-0.9969288838068433,0.047349051874070236,1.0557184750733138e-06
4,-0.9495798319327731,-0.9959032572585516,0.04632342532577849,1.0557184750733138e-06
5,-0.9495798319327731,-0.9948766686329776,0.04529683670020457,1.0557184750733138e-06
6,-0.9439775910364147,-0.9938491170276559,0.04987152599124123,1.0654936461388074e-06
7,-0.9551820728291317,-0.9928206015392742,0.037638528710142505,1.04594330400782e-06
8,-0.9383753501400561,-0.991791121263673,0.05341577112361684,1.075268817204301e-06
9,-0.9495798319327731,-0.9907606752958447,0.041180843363071595,1.0557184750733138e-06
10,-0.9439775910364147,-0.9897292627299327,0.045751671693518015,1.0654936461388074e-06
11,-0.9439775910364147,-0.9886968826592306,0.04471929162281596,1.0654936461388074e-06
12,-0.9495798319327731,-0.9876635341761817,0.038083702243408624,1.0557184750733138e-06
13,-0.9439775910364147,-0.9866292163723779,0.04265162533596323,1.0654936461388074e-06
14,-0.9719887955182074,-0.9855939283385587,0.013605132820351362,1.016617790811339e-06
15,-0.927170868347339,-0.9845576691646112,0.05738680081727221,1.0948191593352883e-06
16,-0.9607843137254902,-0.9835204379395682,0.022736124214078002,1.0361681329423264e-06
17,-0.9383753501400561,-0.9824822337516085,0.04410688361155235,1.075268817204301e-06
18,-0.9551820728291317,-0.9814430556880551,0.02626098285892342,1.04594330400782e-06
19,-0.9495798319327731,-0.9804029028353752,0.030823070902602168,1.0557184750733138e-06
20,-0.9495798319327731,-0.9793617742791791,0.029781942346406076,1.0557184750733138e-06
21,-0.9495798319327731,-0.9783196691042192,0.028739837171446125,1.0557184750733138e-06
22,-0.9383753501400561,-0.9772765863943893,0.03890123625433317,1.075268817204301e-06
23,-0.9551820728291317,-0.9762325252327241,0.02105045240359238,1.04594330400782e-06
24,-0.9383753501400561,-0.9751874847013978,0.03681213456134169,1.075268817204301e-06
25,-0.9495798319327731,-0.9741414638817242,0.024561631948951113,1.0557184750733138e-06
26,-0.9383753501400561,-0.9730944618541547,0.03471911171409858,1.075268817204301e-06
27,-1.0,-0.9720464776982786,-0.027953522301721434,9.67741935483871e-07
28,-0.9439775910364147,-0.9709975104928216,0.027019919456406916,1.0654936461388074e-06
29,-0.9439775910364147,-0.9699475593156452,0.025969968279230593,1.0654936461388074e-06
30,-0.9495798319327731,-0.968896623243746,0.01931679131097297,1.0557184750733138e-06
31,-0.9439775910364147,-0.9678447013532548,0.02386711031684019,1.0654936461388074e-06
32,-0.9551820728291317,-0.9667917927194357,0.011609719890304016,1.04594330400782e-06
33,-0.9495798319327731,-0.9657378964166853,0.016158064483912216,1.0557184750733138e-06
34,-0.9495798319327731,-0.9646830115185321,0.015103179585759019,1.0557184750733138e-06
35,-0.9551820728291317,-0.9636271370976354,0.008445064268503666,1.04594330400782e-06
36,-0.9551820728291317,-0.9625702722257846,0.007388199396652917,1.04594330400782e-06
37,-0.9551820728291317,-0.9615124159738987,0.006330343144766992,1.04594330400782e-06
38,-0.9215686274509803,-0.9604535674120248,0.038884939961044473,1.104594330400782e-06
39,-0.9439775910364147,-0.959393725609338,0.015416134572923346,1.0654936461388074e-06
40,-0.9383753501400561,-0.95833288963414,0.019957539494083854,1.075268817204301e-06
41,-0.9495798319327731,-0.9572710585538585,0.007691226621085456,1.0557184750733138e-06
42,-0.9383753501400561,-0.9562082314350467,0.01783288129499061,1.075268817204301e-06
43,-0.9439775910364147,-0.955144407343382,0.011166816306967364,1.0654936461388074e-06
44,-0.9383753501400561,-0.9540795853436653,0.015704235203609196,1.075268817204301e-06
45,-0.9383753501400561,-0.9530137644998204,0.014638414359764318,1.075268817204301e-06
46,-0.9495798319327731,-0.951946943874893,0.002367111942119915,1.0557184750733138e-06
47,-0.9327731092436976,-0.9508791225310497,0.018106013287352063,1.0850439882697945e-06
48,-0.9439775910364147,-0.9498102995295776,0.005832708493162975,1.0654936461388074e-06
49,-0.9383753501400561,-0.9487404739308833,0.010365123790827213,1.075268817204301e-06
50,-0.9439775910364147,-0.9476696447944919,0.0036920537580772406,1.0654936461388074e-06
51,-0.9383753501400561,-0.9465978111790462,0.008222461038990048,1.075268817204301e-06
52,-0.9383753501400561,-0.9455249721423061,0.00714962200225,1.075268817204301e-06
53,-0.9327731092436976,-0.9444511267411477,0.011678017497450122,1.0850439882697945e-06
54,-0.9383753501400561,-0.9433762740315623,0.005000923891506193,1.075268817204301e-06
55,-0.9327731092436976,-0.9423004130686558,0.009527303824958144,1.0850439882697945e-06
56,-0.9159663865546219,-0.9412235429066476,0.025257156352025634,1.1143695014662756e-06
57,-0.9383753501400561,-0.94014566259887,0.001770312458813872,1.075268817204301e-06
58,-0.927170868347339,-0.9390667711977673,0.011895902850428297,1.0948191593352883e-06
59,-0.9383753501400561,-0.9379868677548949,-0.00038848238516120404,1.075268817204301e-06
60,-0.9327731092436976,-0.9369059513209186,0.004132842077220977,1.0850439882697945e-06
61,-0.9327731092436976,-0.9358240209456137,0.0030509117019160703,1.0850439882697945e-06
62,-0.9327731092436976,-0.934741075677864,0.0019679664341664127,1.0850439882697945e-06
63,-0.9383753501400561,-0.9336571145656614,-0.004718235574394769,1.075268817204301e-06
64,-0.9327731092436976,-0.9325721366561043,-0.0002009725875933288,1.0850439882697945e-06
65,-0.927170868347339,-0.9314861409953977,0.0043152726480587544,1.0948191593352883e-06
66,-0.9383753501400561,-0.9303991266288518,-0.007976223511204306,1.075268817204301e-06
67,-0.9047619047619049,-0.9293110926008813,0.024549187838976416,1.1339198435972628e-06
68,-0.9215686274509803,-0.9282220379550042,0.0066534105040239044,1.104594330400782e-06
69,-0.927170868347339,-0.9271319617338417,-3.890661349725821e-05,1.0948191593352883e-06
70,-0.9495798319327731,-0.9260408629791167,-0.02353896895365637,1.0557184750733138e-06
71,-0.927170868347339,-0.9249487407316531,-0.002222127615685854,1.0948191593352883e-06
72,-0.9215686274509803,-0.9238555940313754,0.0022869665803950667,1.104594330400782e-06
73,-0.927170868347339,-0.9227614219173074,-0.004409446430031605,1.0948191593352883e-06
74,-0.9215686274509803,-0.9216662234275711,9.759597659075858e-05,1.104594330400782e-06
75,-0.9327731092436976,-0.9205699975993867,-0.012203111644310871,1.0850439882697945e-06
76,-0.9159663865546219,-0.9194727434690712,0.003506356914449227,1.1143695014662756e-06
77,-0.9215686274509803,-0.9183744600720373,-0.003194167378943069,1.104594330400782e-06
78,-0.9215686274509803,-0.9172751464427932,-0.004293481008187161,1.104594330400782e-06
79,-0.9327731092436976,-0.9161748016149414,-0.016598307628756248,1.0850439882697945e-06
80,-0.927170868347339,-0.9150734246211777,-0.012097443726161283,1.0948191593352883e-06
81,-0.9159663865546219,-0.9139710144932907,-0.0019953720613312687,1.1143695014662756e-06
82,-0.9215686274509803,-0.9128675702621606,-0.00870105718881975,1.104594330400782e-06
83,-0.9159663865546219,-0.9117630909577588,-0.004203295596863166,1.1143695014662756e-06
84,-0.9215686274509803,-0.9106575756091465,-0.01091105184183383,1.104594330400782e-06
85,-0.9103641456582634,-0.9095510232444745,-0.000813122413788947,1.1241446725317692e-06
86,-0.9215686274509803,-0.9084434328909814,-0.013125194559998943,1.104594330400782e-06
87,-0.9159663865546219,-0.9073348035749939,-0.008631582979628072,1.1143695014662756e-06
88,-0.9215686274509803,-0.9062251343219249,-0.015343493129055474,1.104594330400782e-06
89,-0.9215686274509803,-0.9051144241562733,-0.016454203294707037,1.104594330400782e-06
90,-0.9047619047619049,-0.904002672101623,-0.0007592326602818833,1.1339198435972628e-06
91,-0.9215686274509803,-0.9028898771806418,-0.018678750270338496,1.104594330400782e-06
92,-0.9047619047619049,-0.901776038415081,-0.002985866346823851,1.1339198435972628e-06
93,-0.9103641456582634,-0.900661154825774,-0.009702990832489378,1.1241446725317692e-06
94,-0.9103641456582634,-0.8995452254326358,-0.010818920225627582,1.1241446725317692e-06
95,-0.9103641456582634,-0.8984282492546621,-0.011935896403601265,1.1241446725317692e-06
96,-0.9103641456582634,-0.8973102253099283,-0.01305392034833508,1.1241446725317692e-06
97,-0.9047619047619049,-0.8961911526155888,-0.008570752146316085,1.1339198435972628e-06
98,-0.9159663865546219,-0.8950710301878759,-0.020895356366746,1.1143695014662756e-06
99,-0.927170868347339,-0.8939498570420993,-0.03322101130523969,1.0948191593352883e-06
100,-0.9103641456582634,-0.8928276321926447,-0.017536513465618686,1.1241446725317692e-06
101,-0.8991596638655462,-0.8917043546529737,-0.007455309212572536,1.1436950146627566e-06
102,-0.9103641456582634,-0.8905800234356221,-0.019784122222641254,1.1241446725317692e-06
103,-0.8991596638655462,-0.8894546375521997,-0.009705026313346576,1.1436950146627566e-06
104,-0.9103641456582634,-0.8883281960133889,-0.022035949644874542,1.1241446725317692e-06
105,-0.9047619047619049,-0.8872006978289442,-0.017561206932960705,1.1339198435972628e-06
106,-0.8935574229691877,-0.8860721420076912,-0.007485280961496477,1.1534701857282501e-06
107,-0.8991596638655462,-0.884942527557526,-0.01421713630802024,1.1436950146627566e-06
108,-0.8935574229691877,-0.8838118534854136,-0.009745569483774141,1.1534701857282501e-06
109,-0.8879551820728293,-0.8826801187973878,-0.005275063275441472,1.1632453567937437e-06
110,-0.8935574229691877,-0.88154732249855,-0.012010100470637775,1.1534701857282501e-06
111,-0.8991596638655462,-0.880413463593068,-0.018746200272478197,1.1436950146627566e-06
112,-0.8991596638655462,-0.8792785410841761,-0.01988112278137011,1.1436950146627566e-06
113,-0.8879551820728293,-0.8781425539741732,-0.009812628098656129,1.1632453567937437e-06
114,-0.8991596638655462,-0.8770055012644222,-0.022154162601124017,1.1436950146627566e-06
115,-0.8879551820728293,-0.8758673819553496,-0.012087800117479675,1.1632453567937437e-06
116,-0.8935574229691877,-0.8747281950464441,-0.018829227922743663,1.1534701857282501e-06
117,-0.8935574229691877,-0.8735879395362556,-0.019969483432932145,1.1534701857282501e-06
118,-0.8823529411764706,-0.872446614422395,-0.009906326754075545,1.1730205278592375e-06
119,-0.8879551820728293,-0.8713042187015329,-0.016650963371296457,1.1632453567937437e-06
120,-0.8879551820728293,-0.8701607513693984,-0.017794430703430897,1.1632453567937437e-06
121,-0.8935574229691877,-0.8690162114207789,-0.024541211548408826,1.1534701857282501e-06
122,-0.8823529411764706,-0.8678705978495187,-0.014482343326951863,1.1730205278592375e-06
123,-0.8935574229691877,-0.8667239096485184,-0.0268335133206693,1.1534701857282501e-06
124,-0.8767507002801121,-0.8655761458097337,-0.011174554470378406,1.182795698924731e-06
125,-0.8935574229691877,-0.864427305324175,-0.02913011764501272,1.1534701857282501e-06
126,-0.8823529411764706,-0.863277387181906,-0.01907555399456451,1.1730205278592375e-06
127,-0.8823529411764706,-0.8621263903720432,-0.020226550804427368,1.1730205278592375e-06
128,-0.8767507002801121,-0.8609743138827547,-0.015776386397357456,1.182795698924731e-06
129,-0.8767507002801121,-0.8598211567012595,-0.01692954357885268,1.182795698924731e-06
130,-0.8823529411764706,-0.8586669178138265,-0.023686023362644026,1.1730205278592375e-06
131,-0.8711484593837535,-0.8575115962057741,-0.013636863177979408,1.1925708699902248e-06
132,-0.8823529411764706,-0.8563551908614684,-0.025997750315002177,1.1730205278592375e-06
133,-0.865546218487395,-0.8551977007643229,-0.010348517723072104,1.2023460410557184e-06
134,-0.8767507002801121,-0.8540391248967977,-0.022711575383314475,1.182795698924731e-06
135,-0.865546218487395,-0.8528794622403981,-0.012666756246996869,1.2023460410557184e-06
136,-0.8711484593837535,-0.8517187117756745,-0.01942974760807903,1.1925708699902248e-06
137,-0.865546218487395,-0.8505568724822204,-0.014989346005174542,1.2023460410557184e-06
138,-0.8375350140056023,-0.8493939433386727,0.011858929333070423,1.2512218963831867e-06
139,-0.8599439775910365,-0.8482299233227097,-0.011714054268326723,1.212121212121212e-06
140,-0.8711484593837535,-0.8470648114110512,-0.02408364797270235,1.1925708699902248e-06
141,-0.8767507002801121,-0.8458986065794567,-0.030852093700655447,1.182795698924731e-06
142,-0.8599439775910365,-0.8447313078027253,-0.01521266978831115,1.212121212121212e-06
143,-0.8823529411764706,-0.8435629140546942,-0.03879002712177637,1.1730205278592375e-06
144,-0.854341736694678,-0.8423934243082379,-0.011948312386440008,1.2218963831867056e-06
145,-0.865546218487395,-0.8412228375352678,-0.02432338095212716,1.2023460410557184e-06
146,-0.8599439775910365,-0.8400511527067306,-0.019892824884305882,1.212121212121212e-06
147,-0.854341736694678,-0.8388783687926078,-0.015463367902070146,1.2218963831867056e-06
148,-0.8375350140056023,-0.8377044847619147,0.000169470756312462,1.2512218963831867e-06
149,-0.8487394957983194,-0.8365294995826996,-0.0122099962156198,1.2316715542521993e-06
150,-0.8711484593837535,-0.8353534122220426,-0.03579504716171089,1.1925708699902248e-06
151,-0.8487394957983194,-0.834176221646055,-0.014563274152264438,1.2316715542521993e-06
152,-0.854341736694678,-0.8329979268198782,-0.02134380987479978,1.2218963831867056e-06
153,-0.854341736694678,-0.8318185267076829,-0.022523209986995085,1.2218963831867056e-06
154,-0.8487394957983194,-0.8306380202726682,-0.018101475525651223,1.2316715542521993e-06
155,-0.8487394957983194,-0.8294564064770606,-0.019283089321258773,1.2316715542521993e-06
156,-0.8431372549019609,-0.8282736842821132,-0.014863570619847666,1.241446725317693e-06
157,-0.854341736694678,-0.8270898526481045,-0.027251884046573416,1.2218963831867056e-06
158,-0.8431372549019609,-0.825904910534338,-0.017232344367622887,1.241446725317693e-06
159,-0.854341736694678,-0.8247188568991407,-0.029622879795537238,1.2218963831867056e-06
160,-0.8375350140056023,-0.8235316906998627,-0.014003323305739612,1.2512218963831867e-06
161,-0.8487394957983194,-0.8223434108928759,-0.02639608490544354,1.2316715542521993e-06
162,-0.8711484593837535,-0.8211540164335733,-0.049994442950180185,1.1925708699902248e-06
163,-0.8375350140056023,-0.819963506276368,-0.017571507729234215,1.2512218963831867e-06
164,-0.8431372549019609,-0.8187718793746924,-0.024365375527268474,1.241446725317693e-06
165,-0.8319327731092437,-0.817579134680997,-0.014353638428246773,1.2609970674486803e-06
166,-0.8375350140056023,-0.8163852711467497,-0.021149742858852516,1.2512218963831867e-06
167,-0.8263305322128852,-0.8151902877224351,-0.011140244490450146,1.2707722385141738e-06
168,-0.8375350140056023,-0.8139941833575528,-0.02354083064804946,1.2512218963831867e-06
169,-0.8319327731092437,-0.8127969570006175,-0.019135816108626247,1.2609970674486803e-06
170,-0.8263305322128852,-0.8115986075991574,-0.014731924613727854,1.2707722385141738e-06
171,-0.8263305322128852,-0.8103991340997132,-0.015931398113172013,1.2707722385141738e-06
172,-0.8263305322128852,-0.8091985354478377,-0.017131996765047508,1.2707722385141738e-06
173,-0.8151260504201681,-0.8079968105880946,-0.007129239832073475,1.2903225806451612e-06
174,-0.8207282913165266,-0.8067939584640573,-0.013934332852469256,1.2805474095796676e-06
175,-0.8319327731092437,-0.8055899780183086,-0.026342795090935178,1.2609970674486803e-06
176,-0.8207282913165266,-0.8043848681924389,-0.016343423124087653,1.2805474095796676e-06
177,-0.8207282913165266,-0.8031786279270463,-0.017549663389480274,1.2805474095796676e-06
178,-0.8207282913165266,-0.8019712561617348,-0.018757035154791768,1.2805474095796676e-06
179,-0.7871148459383754,-0.8007627518351138,0.013647905896738366,1.3391984359726295e-06
180,-0.8095238095238096,-0.7995531138847971,-0.009970695639012539,1.3000977517106548e-06
181,-0.8151260504201681,-0.798342341247402,-0.01678370917276606,1.2903225806451612e-06
182,-0.8319327731092437,-0.7971304328585481,-0.03480234025069562,1.2609970674486803e-06
183,-0.8095238095238096,-0.7959173876528568,-0.013606421870952845,1.3000977517106548e-06
184,-0.8207282913165266,-0.7947032045639499,-0.026025086752576643,1.2805474095796676e-06
185,-0.7983193277310925,-0.7934878825244492,-0.004831445206643248,1.3196480938416421e-06
186,-0.8095238095238096,-0.7922714204659751,-0.01725238905783455,1.3000977517106548e-06
187,-0.8151260504201681,-0.7910538173191457,-0.024072233101022356,1.2903225806451612e-06
188,-0.8039215686274511,-0.7898350720135762,-0.014086496613874955,1.3098729227761483e-06
189,-0.8263305322128852,-0.7886151834778774,-0.037715348735007814,1.2707722385141738e-06
190,-0.7983193277310925,-0.7873941506396556,-0.010925177091436922,1.3196480938416421e-06
191,-0.7759103641456584,-0.7861719724255106,0.01026160827985223,1.3587487781036166e-06
192,-0.7983193277310925,-0.7849486477610358,-0.013370679970056698,1.3196480938416421e-06
193,-0.8039215686274511,-0.7837241755708164,-0.020197393056634705,1.3098729227761483e-06
194,-0.7983193277310925,-0.7824985547784291,-0.015820772952663376,1.3196480938416421e-06
195,-0.7983193277310925,-0.7812717843064407,-0.017047543424651757,1.3196480938416421e-06
196,-0.8039215686274511,-0.7800438630764074,-0.023877705551043737,1.3098729227761483e-06
197,-0.792717086834734,-0.7788147900088737,-0.013902296825860305,1.3294232649071357e-06
198,-0.8039215686274511,-0.7775845640233715,-0.026337004604079617,1.3098729227761483e-06
199,-0.7871148459383754,-0.7763531840384194,-0.010761661899956088,1.3391984359726295e-06
200,-0.7983193277310925,-0.7751206489715212,-0.023198678759571267,1.3196480938416421e-06
201,-0.792717086834734,-0.7738869577391656,-0.01883012909556836,1.3294232649071357e-06
202,-0.792717086834734,-0.7726521092568247,-0.02006497757790926,1.3294232649071357e-06
203,-0.7871148459383754,-0.7714161024389534,-0.01569874349942202,1.3391984359726295e-06
204,-0.7815126050420169,-0.7701789361989884,-0.011333668843028555,1.348973607038123e-06
205,-0.7871148459383754,-0.7689406094493468,-0.018174236489028606,1.3391984359726295e-06
206,-0.7759103641456584,-0.7677011211014259,-0.00820924304423254,1.3587487781036166e-06
207,-0.7871148459383754,-0.7664604700656016,-0.020654375872773856,1.3391984359726295e-06
208,-0.7759103641456584,-0.7652186552512278,-0.010691708894430607,1.3587487781036166e-06
209,-0.7759103641456584,-0.7639756755666353,-0.011934688579023134,1.3587487781036166e-06
210,-0.7759103641456584,-0.7627315299191308,-0.013178834226527547,1.3587487781036166e-06
211,-0.7759103641456584,-0.7614862172149963,-0.014424146930662074,1.3587487781036166e-06
212,-0.792717086834734,-0.7602397363594876,-0.03247735047524636,1.3294232649071357e-06
213,-0.7703081232492998,-0.7589920862568335,-0.011316036992466305,1.3685239491691104e-06
214,-0.7815126050420169,-0.7577432658102351,-0.023769339231781816,1.348973607038123e-06
215,-0.7366946778711485,-0.7564932739218646,0.0197985960507161,1.4271749755620723e-06
216,-0.7703081232492998,-0.7552421094928645,-0.015066013756435237,1.3685239491691104e-06
217,-0.7591036414565826,-0.7539897714233464,-0.005113870033236156,1.3880742913000978e-06
218,-0.7647058823529412,-0.7527362586123902,-0.011969623740550994,1.378299120234604e-06
219,-0.7591036414565826,-0.751481569958043,-0.007622071498539551,1.3880742913000978e-06
220,-0.7647058823529412,-0.7502257043573185,-0.014480177995622734,1.378299120234604e-06
221,-0.7647058823529412,-0.7489686607061955,-0.015737221646745736,1.378299120234604e-06
222,-0.742296918767507,-0.7477104378996172,0.005413519132110189,1.4173998044965787e-06
223,-0.7535014005602243,-0.7464510348314903,-0.007050365728733965,1.3978494623655911e-06
224,-0.7647058823529412,-0.745190450394684,-0.019515431958257223,1.378299120234604e-06
225,-0.7647058823529412,-0.7439286834810288,-0.020777198871912428,1.378299120234604e-06
226,-0.7478991596638656,-0.7426657329813159,-0.005233426682549669,1.407624633431085e-06
227,-0.7535014005602243,-0.7414015977852958,-0.012099802774928503,1.3978494623655911e-06
228,-0.7478991596638656,-0.7401362767816776,-0.00776288288218796,1.407624633431085e-06
229,-0.7478991596638656,-0.738869768858128,-0.009029390805737503,1.407624633431085e-06
230,-0.7535014005602243,-0.7376020729012706,-0.015899327658953744,1.3978494623655911e-06
231,-0.7366946778711485,-0.7363331877966839,-0.000361490074464621,1.4271749755620723e-06
232,-0.7647058823529412,-0.7350631124289017,-0.02964276992403958,1.378299120234604e-06
233,-0.7366946778711485,-0.7337918456814111,-0.0029028321897374143,1.4271749755620723e-06
234,-0.7478991596638656,-0.732519386436652,-0.015379773227213511,1.407624633431085e-06
235,-0.7254901960784315,-0.731245733576016,0.005755537497584506,1.4467253176930594e-06
236,-0.7366946778711485,-0.7299708859798452,-0.006723791891303343,1.4271749755620723e-06
237,-0.742296918767507,-0.7286948425274316,-0.013602076240075478,1.4173998044965787e-06
238,-0.7366946778711485,-0.7274176020970159,-0.009277075774132615,1.4271749755620723e-06
239,-0.7366946778711485,-0.7261391635657866,-0.010555514305361946,1.4271749755620723e-06
240,-0.7254901960784315,-0.7248595258098788,-0.0006306702685526799,1.4467253176930594e-06
241,-0.7366946778711485,-0.7235786877043736,-0.013115990166774893,1.4271749755620723e-06
242,-0.73109243697479,-0.7222966481232966,-0.008795788851493347,1.4369501466275658e-06
243,-0.742296918767507,-0.7210134059396175,-0.02128351282788954,1.4173998044965787e-06
244,-0.7254901960784315,-0.7197289600252486,-0.0057612360531829054,1.4467253176930594e-06
245,-0.7254901960784315,-0.718443309251044,-0.007046886827387411,1.4467253176930594e-06
246,-0.7198879551820729,-0.7171564524867988,-0.002731502695274113,1.4565004887585532e-06
247,-0.7142857142857144,-0.7158683886012477,0.0015826743155332723,1.4662756598240468e-06
248,-0.7254901960784315,-0.7145791164620643,-0.01091107961636717,1.4467253176930594e-06
249,-0.7086834733893557,-0.7132886349358601,0.004605161546504477,1.4760508308895405e-06
250,-0.7198879551820729,-0.7119969428881835,-0.007891012293889443,1.4565004887585532e-06
